ARG2_YEAST  0.48  0.43  0.51  0.32  0.50  0.00  0.52  0.43  NUC
ARG3_YEAST  0.41  0.46  0.59  0.19  0.50  0.00  0.58  0.27  NUC
ARO1_YEAST  0.54  0.48  0.44  0.08  0.50  0.00  0.52  0.27  CYT
AROC_YEAST  0.60  0.47  0.45  0.22  0.50  0.00  0.51  0.29  CYT
AROF_YEAST  0.34  0.46  0.57  0.09  0.50  0.00  0.55  0.22  CYT
AROG_YEAST  0.48  0.54  0.55  0.12  0.50  0.00  0.51  0.22  CYT
CHMU_YEAST  0.47  0.39  0.59  0.15  0.50  0.00  0.57  0.22  CYT
ASG2_YEAST  0.81  0.85  0.47  0.37  0.50  0.00  0.56  0.22  EXC
AST1_YEAST  0.48  0.42  0.52  0.24  0.50  0.00  0.56  0.22  CYT
ATE1_YEAST  0.58  0.51  0.49  0.27  0.50  0.00  0.57  0.29  CYT
ATM1_YEAST  0.60  0.50  0.44  0.61  0.50  0.00  0.47  0.22  MIT
ATPA_YEAST  0.45  0.55  0.54  0.66  0.50  0.00  0.47  0.22  MIT
ATPY_YEAST  0.46  0.49  0.58  0.23  0.50  0.00  0.44  0.22  MIT
ATPS_YEAST  0.49  0.42  0.56  0.55  0.50  0.00  0.42  0.25  MIT
ATPT_YEAST  0.63  0.53  0.54  0.40  0.50  0.00  0.50  0.22  MIT
ATPU_YEAST  0.50  0.54  0.53  0.54  0.50  0.00  0.51  0.27  MIT
ATPE_YEAST  0.63  0.57  0.59  0.40  0.50  0.00  0.38  0.22  MIT
ATPB_YEAST  0.43  0.57  0.51  0.49  0.50  0.00  0.48  0.22  MIT
ATPG_YEAST  0.48  0.45  0.55  0.50  0.50  0.00  0.53  0.22  MIT
ATPD_YEAST  0.50  0.58  0.46  0.46  0.50  0.00  0.46  0.22  MIT
ATPO_YEAST  0.51  0.54  0.60  0.57  0.50  0.00  0.58  0.22  MIT
ATP7_YEAST  0.54  0.52  0.63  0.37  0.50  0.00  0.46  0.22  MIT
ATP8_YEAST  0.67  0.62  0.40  0.43  0.50  0.83  0.50  0.22  MIT
ATR1_YEAST  0.28  0.58  0.21  0.13  0.50  0.00  0.51  0.22  ME3
YBR8_YEAST  0.39  0.44  0.35  0.16  0.50  0.00  0.55  0.22  ME3
BAR1_YEAST  0.80  0.63  0.45  0.29  0.50  0.00  0.51  0.22  EXC
BAS1_YEAST  0.50  0.52  0.59  0.30  0.50  0.00  0.51  0.35  NUC
BCK1_YEAST  0.42  0.47  0.52  0.41  0.50  0.00  0.53  0.32  CYT
BCK2_YEAST  0.36  0.46  0.62  0.46  0.50  0.00  0.51  0.33  CYT
BCS1_YEAST  0.46  0.38  0.47  0.22  0.50  0.00  0.52  0.27  MIT
KAPR_YEAST  0.40  0.45  0.56  0.20  0.50  0.00  0.45  0.22  CYT
BDF1_YEAST  0.33  0.43  0.64  0.16  0.50  0.00  0.52  0.52  NUC
BEM1_YEAST  0.49  0.61  0.49  0.25  0.50  0.00  0.50  0.28  CYT
BET1_YEAST  0.38  0.50  0.37  0.26  0.50  0.00  0.43  0.22  ME3
BGL2_YEAST  0.69  0.70  0.52  0.36  0.50  0.00  0.46  0.22  EXC
CYBM_YEAST  0.61  0.72  0.39  0.33  0.50  0.00  0.58  0.22  MIT
YMC4_YEAST  0.78  0.75  0.40  0.28  0.50  0.00  0.53  0.22  MIT
BIK1_YEAST  0.64  0.57  0.57  0.27  0.50  0.00  0.37  0.22  CYT
BOS1_YEAST  0.36  0.58  0.35  0.24  0.50  0.00  0.44  0.22  ME3
BSD2_YEAST  0.36  0.43  0.39  0.12  0.50  0.00  0.49  0.22  ME3
BUD5_YEAST  0.47  0.52  0.50  0.40  0.50  0.00  0.41  0.22  CYT
CAD1_YEAST  0.48  0.23  0.57  0.27  0.50  0.00  0.48  0.47  NUC
CAP2_YEAST  0.47  0.39  0.55  0.24  0.50  0.00  0.47  0.22  CYT
CAN1_YEAST  0.44  0.59  0.36  0.16  0.50  0.00  0.52  0.22  ME3
CAPA_YEAST  0.42  0.35  0.54  0.18  0.50  0.00  0.56  0.22  CYT
CAPB_YEAST  0.30  0.56  0.55  0.18  0.50  0.00  0.50  0.22  CYT
ARGI_YEAST  0.65  0.65  0.52  0.16  0.50  0.00  0.60  0.22  CYT
OAT_YEAST   0.27  0.60  0.48  0.23  0.50  0.00  0.55  0.22  CYT
CACP_YEAST  0.45  0.41  0.50  0.46  0.50  0.50  0.50  0.27  POX
CAT8_YEAST  0.44  0.52  0.41  0.23  0.50  0.00  0.51  0.22  NUC
CBF1_YEAST  0.30  0.32  0.57  0.19  0.50  0.00  0.48  0.55  NUC
CB32_YEAST  0.40  0.44  0.49  0.47  0.50  0.00  0.49  0.27  NUC
CBF5_YEAST  0.45  0.51  0.50  0.16  0.50  0.00  0.52  1.00  NUC
CBP1_YEAST  0.45  0.45  0.50  0.60  0.50  0.00  0.49  0.22  MIT
CBP2_YEAST  0.59  0.67  0.56  0.41  0.50  0.00  0.47  0.22  MIT
CBP3_YEAST  0.47  0.47  0.57  0.48  0.50  0.00  0.48  0.22  MIT
CBP4_YEAST  0.35  0.52  0.48  0.22  0.50  0.00  0.26  0.22  MIT
CBP6_YEAST  0.47  0.41  0.66  0.26  0.50  0.00  0.53  0.22  MIT
NC5R_YEAST  0.64  0.62  0.29  0.28  0.50  0.00  0.51  0.22  MIT
CBS1_YEAST  0.55  0.53  0.55  0.46  0.50  0.00  0.52  0.22  MIT
CBS2_YEAST  0.67  0.62  0.54  0.43  0.50  0.00  0.53  0.22  MIT
TNT_YEAST   0.59  0.60  0.49  0.43  0.50  0.00  0.53  0.31  MIT
ATU1_YEAST  0.54  0.55  0.34  0.31  0.50  0.00  0.54  0.22  ME3
CCE1_YEAST  0.58  0.62  0.54  0.17  0.50  0.00  0.48  0.22  MIT
CCL1_YEAST  0.40  0.38  0.53  0.16  0.50  0.00  0.52  0.27  NUC
CCPR_YEAST  0.46  0.71  0.48  0.53  0.50  0.00  0.53  0.22  MIT
CCR4_YEAST  0.53  0.51  0.55  0.05  0.50  0.00  0.45  0.25  NUC
CTPT_YEAST  0.41  0.40  0.59  0.47  0.50  0.00  0.48  0.43  CYT
CC10_YEAST  0.50  0.64  0.57  0.15  0.50  0.00  0.47  0.22  CYT
CC11_YEAST  0.40  0.62  0.52  0.31  0.50  0.00  0.49  0.31  CYT
CC12_YEAST  0.60  0.50  0.57  0.25  0.50  0.00  0.41  0.26  CYT
CC16_YEAST  0.62  0.51  0.52  0.42  0.50  0.00  0.54  0.27  NUC
CC23_YEAST  0.35  0.58  0.54  0.16  0.50  0.00  0.51  0.22  NUC
CC24_YEAST  0.34  0.54  0.50  0.21  0.50  0.00  0.54  0.31  CYT
CC25_YEAST  0.39  0.58  0.50  0.26  0.50  0.00  0.54  0.59  ME3
CC27_YEAST  0.48  0.54  0.50  0.17  0.50  0.00  0.53  0.22  NUC
CDC3_YEAST  0.29  0.32  0.58  0.15  0.50  0.00  0.50  0.30  CYT
CC31_YEAST  0.47  0.32  0.64  0.30  0.50  0.00  0.63  0.22  NUC
IF4E_YEAST  0.39  0.47  0.56  0.16  0.50  0.00  0.47  0.22  CYT
UBC3_YEAST  0.58  0.48  0.51  0.47  0.50  0.00  0.55  0.22  NUC
NOT2_YEAST  0.64  0.60  0.57  0.19  0.50  0.00  0.43  0.22  NUC
NOT1_YEAST  0.37  0.46  0.40  0.27  0.50  0.00  0.45  0.22  NUC
CC4_YEAST   0.43  0.57  0.53  0.16  0.50  0.00  0.54  0.22  CYT
CC40_YEAST  0.28  0.37  0.61  0.09  0.50  0.00  0.52  0.55  NUC
CC42_YEAST  0.59  0.48  0.50  0.14  0.50  0.00  0.45  0.25  CYT
CAL1_YEAST  0.39  0.55  0.48  0.31  0.50  0.00  0.54  0.29  CYT
RFC1_YEAST  0.26  0.36  0.47  0.34  0.50  0.00  0.53  0.72  NUC
CC46_YEAST  0.51  0.34  0.50  0.19  0.50  0.00  0.50  0.22  NUC
YB52_YEAST  0.58  0.50  0.50  0.12  0.50  0.00  0.48  0.25  NUC
CC48_YEAST  0.44  0.39  0.53  0.14  0.50  0.00  0.54  0.44  CYT
CC6_YEAST   0.41  0.39  0.44  0.34  0.50  0.00  0.48  0.40  NUC
SYLC_YEAST  0.45  0.43  0.51  0.24  0.50  0.00  0.54  0.33  CYT
CC68_YEAST  0.36  0.68  0.46  0.16  0.50  0.00  0.53  0.28  NUC
CC7_YEAST   0.42  0.31  0.50  0.15  0.50  0.00  0.53  0.22  NUC
KTHY_YEAST  0.42  0.43  0.56  0.10  0.50  0.00  0.49  0.22  CYT
DNLI_YEAST  0.67  0.71  0.52  0.65  0.50  0.00  0.53  0.36  NUC
MCE1_YEAST  0.49  0.47  0.53  0.16  0.50  0.00  0.48  0.27  NUC
CEM1_YEAST  0.71  0.59  0.48  0.43  0.50  0.00  0.59  0.22  MIT
RLUB_YEAST  0.40  0.42  0.71  0.21  0.50  0.00  0.54  0.32  CYT
RLUB_YEAST  0.40  0.42  0.71  0.21  0.50  0.00  0.54  0.32  CYT
CLH_YEAST   0.54  0.49  0.49  0.20  0.50  0.00  0.52  0.22  CYT
CHL1_YEAST  0.42  0.51  0.50  0.12  0.50  0.00  0.52  0.46  NUC
CHL4_YEAST  0.57  0.51  0.53  0.18  0.50  0.00  0.56  0.25  NUC
PSS_YEAST   0.35  0.45  0.43  0.11  0.50  0.00  0.56  0.22  ME3
PEM1_YEAST  0.42  0.42  0.42  0.20  0.50  0.00  0.49  0.22  ME3
CHS1_YEAST  0.26  0.50  0.33  0.28  0.50  0.00  0.51  0.22  ME3
CHS2_YEAST  0.39  0.42  0.38  0.40  0.50  0.00  0.49  0.47  ME3
CHS3_YEAST  0.26  0.44  0.30  0.11  0.50  0.00  0.51  0.47  ME3
CIK1_YEAST  0.31  0.44  0.53  0.23  0.50  0.00  0.51  0.32  NUC
CIN1_YEAST  0.48  0.61  0.44  0.20  0.50  0.00  0.47  0.22  CYT
CIN4_YEAST  0.66  0.45  0.50  0.23  0.50  0.00  0.49  0.22  CYT
CIN8_YEAST  0.21  0.41  0.55  0.11  0.50  0.00  0.50  0.27  CYT
CISY_YEAST  0.38  0.68  0.44  0.45  0.50  0.00  0.53  0.22  MIT
CISZ_YEAST  0.44  0.38  0.48  0.32  0.50  0.83  0.53  0.22  POX
KC21_YEAST  0.31  0.31  0.56  0.33  0.50  0.00  0.52  0.33  NUC
KC22_YEAST  0.49  0.31  0.49  0.35  0.50  0.00  0.51  0.29  NUC
KC2C_YEAST  0.38  0.37  0.56  0.21  0.50  0.00  0.49  0.22  NUC
KICH_YEAST  0.39  0.40  0.53  0.67  0.50  0.00  0.47  0.22  CYT
CLC1_YEAST  0.24  0.34  0.69  0.18  0.50  0.00  0.52  0.22  CYT
CG11_YEAST  0.49  0.43  0.51  0.13  0.50  0.00  0.47  0.22  CYT
CG12_YEAST  0.54  0.38  0.52  0.18  0.50  0.00  0.48  0.22  CYT
CG13_YEAST  0.43  0.57  0.53  0.53  0.50  0.00  0.53  0.25  CYT
CALM_YEAST  0.48  0.64  0.61  0.23  0.50  0.00  0.60  0.22  CYT
KCC1_YEAST  0.31  0.55  0.52  0.17  0.50  0.00  0.52  0.22  CYT
KCC2_YEAST  0.32  0.57  0.50  0.15  0.50  0.00  0.53  0.22  CYT
P2B1_YEAST  0.32  0.42  0.52  0.24  0.50  0.00  0.60  0.22  CYT
P2B2_YEAST  0.59  0.50  0.52  0.28  0.50  0.00  0.55  0.25  CYT
CALB_YEAST  0.37  0.42  0.51  0.11  0.50  0.00  0.57  0.22  CYT
CALX_YEAST  0.75  0.70  0.38  0.27  0.50  0.00  0.49  0.22  ME1
CYB_YEAST   0.61  0.72  0.31  0.33  0.50  0.00  0.56  0.22  MIT
COFI_YEAST  0.44  0.42  0.60  0.21  0.50  0.00  0.57  0.22  CYT
COQ1_YEAST  0.52  0.51  0.51  0.54  0.50  0.00  0.55  0.27  MIT
COQ2_YEAST  0.63  0.56  0.45  0.58  0.50  0.00  0.51  0.22  MIT
COQ3_YEAST  0.52  0.56  0.54  0.53  0.50  0.00  0.45  0.22  MIT
UCR1_YEAST  0.58  0.58  0.58  0.49  0.50  0.00  0.49  0.26  MIT
COT1_YEAST  0.72  0.62  0.34  0.29  0.50  0.00  0.56  0.28  MIT
COX1_YEAST  0.72  0.61  0.37  0.30  0.50  0.00  0.57  0.22  MIT
COXX_YEAST  0.46  0.43  0.38  0.33  0.50  0.00  0.48  0.28  MIT
COXZ_YEAST  0.57  0.57  0.44  0.37  0.50  0.00  0.52  0.25  MIT
COXG_YEAST  0.42  0.31  0.62  0.12  0.50  0.00  0.40  0.22  MIT
COXE_YEAST  0.49  0.46  0.45  0.45  0.50  0.00  0.52  0.22  MIT
YEX1_YEAST  0.42  0.58  0.41  0.65  0.50  0.00  0.46  0.26  MIT
COX2_YEAST  0.59  0.61  0.34  0.22  0.50  0.00  0.51  0.22  MIT
COX3_YEAST  0.52  0.77  0.38  0.34  0.50  0.00  0.51  0.22  MIT
COX4_YEAST  0.50  0.52  0.60  0.51  0.50  0.00  0.48  0.22  MIT
COXA_YEAST  0.49  0.60  0.43  0.56  0.50  0.00  0.36  0.22  MIT
COXB_YEAST  0.50  0.41  0.44  0.50  0.50  0.00  0.42  0.22  MIT
COX6_YEAST  0.50  0.40  0.56  0.70  0.50  0.00  0.50  0.22  MIT
COX7_YEAST  0.37  0.58  0.44  0.51  0.50  0.00  0.44  0.22  MIT
COX8_YEAST  0.55  0.45  0.45  0.54  0.50  0.00  0.50  0.22  MIT
COX9_YEAST  0.67  0.68  0.46  0.29  0.50  0.00  0.46  0.22  MIT
CARA_YEAST  0.53  0.51  0.46  0.28  0.50  0.00  0.48  0.22  CYT
CARB_YEAST  0.35  0.66  0.49  0.21  0.50  0.00  0.54  0.25  CYT
CYPH_YEAST  0.52  0.40  0.60  0.12  0.50  0.00  0.55  0.22  CYT
CYPB_YEAST  0.77  0.79  0.58  0.23  0.50  0.00  0.48  0.22  EXC
CYPC_YEAST  0.47  0.46  0.59  0.49  0.50  0.00  0.56  0.22  MIT
CYPR_YEAST  0.73  0.83  0.43  0.30  0.50  0.00  0.55  0.22  ME1
CYPD_YEAST  0.78  0.74  0.58  0.25  1.00  0.00  0.53  0.22  ERL
CBPS_YEAST  0.70  0.65  0.54  0.28  0.50  0.00  0.60  0.40  VAC
CPT1_YEAST  0.47  0.54  0.37  0.14  0.50  0.00  0.50  0.22  ME3
CRM1_YEAST  0.56  0.52  0.48  0.17  0.50  0.00  0.46  0.22  NUC
R141_YEAST  0.57  0.41  0.59  0.24  0.50  0.00  0.40  0.22  CYT
R142_YEAST  0.56  0.41  0.58  0.21  0.50  0.00  0.42  0.22  CYT
CSE1_YEAST  0.58  0.56  0.45  0.12  0.50  0.00  0.51  0.22  NUC
CSE2_YEAST  0.53  0.38  0.66  0.25  0.50  0.00  0.43  0.22  NUC
YKE9_YEAST  0.34  0.36  0.54  0.11  0.50  0.00  0.36  0.21  NUC
CSG2_YEAST  0.69  0.61  0.38  0.27  0.50  0.00  0.52  0.22  ME2
CATA_YEAST  0.37  0.53  0.60  0.19  0.50  0.50  0.42  0.22  POX
CB33_YEAST  0.41  0.45  0.53  0.17  0.50  0.00  0.51  0.25  NUC
CTK1_YEAST  0.31  0.46  0.54  0.52  0.50  0.00  0.50  0.34  NUC
CTR1_YEAST  0.36  0.37  0.33  0.14  0.50  0.00  0.57  0.31  ME3
CHI1_YEAST  0.82  0.78  0.49  0.23  0.50  0.00  0.46  0.22  EXC
CHI2_YEAST  0.82  0.75  0.54  0.23  0.50  0.00  0.46  0.22  EXC
CATT_YEAST  0.41  0.51  0.58  0.15  0.50  0.00  0.45  0.27  CYT
MTC_YEAST   0.38  0.51  0.75  0.17  0.50  0.00  0.55  0.22  CYT
MTC_YEAST   0.38  0.51  0.75  0.17  0.50  0.00  0.55  0.22  CYT
CYB2_YEAST  0.53  0.44  0.51  0.33  0.50  0.00  0.52  0.22  MIT
CYC1_YEAST  0.46  0.54  0.71  0.15  0.50  0.00  0.59  0.22  MIT
CYC2_YEAST  0.40  0.56  0.48  0.14  0.50  0.00  0.47  0.22  MIT
CCHL_YEAST  0.53  0.53  0.60  0.13  0.50  0.00  0.49  0.22  MIT
CYC7_YEAST  0.42  0.57  0.72  0.22  0.50  0.00  0.57  0.22  MIT
RL2A_YEAST  0.45  0.27  0.57  0.36  0.50  0.00  0.52  0.18  CYT
CYAA_YEAST  0.20  0.26  0.52  0.14  0.50  0.00  0.53  0.44  CYT
CYS3_YEAST  0.51  0.53  0.55  0.14  0.50  0.00  0.51  0.22  CYT
CY1_YEAST   0.44  0.68  0.45  0.51  0.50  0.00  0.52  0.41  MIT
CYT2_YEAST  0.27  0.39  0.66  0.11  0.50  0.00  0.44  0.22  MIT
DAL4_YEAST  0.55  0.42  0.34  0.30  0.50  0.00  0.52  0.22  ME3
DAL5_YEAST  0.34  0.42  0.30  0.23  0.50  0.00  0.53  0.22  ME3
MASZ_YEAST  0.44  0.53  0.52  0.23  0.50  0.83  0.51  0.22  POX
DA80_YEAST  0.59  0.58  0.56  0.21  0.50  0.00  0.54  0.33  NUC
DA81_YEAST  0.39  0.28  0.46  0.12  0.50  0.00  0.41  0.22  NUC
DA82_YEAST  0.56  0.43  0.54  0.16  0.50  0.00  0.50  0.22  NUC
DAP2_YEAST  0.36  0.68  0.38  0.08  0.50  0.00  0.53  0.25  VAC
DATI_YEAST  0.27  0.36  0.60  0.33  0.50  0.00  0.37  0.31  NUC
DBF4_YEAST  0.35  0.40  0.59  0.22  0.50  0.00  0.47  0.37  NUC
DBP1_YEAST  0.42  0.32  0.50  0.21  0.50  0.00  0.51  0.22  NUC
DBP2_YEAST  0.23  0.20  0.53  0.20  0.50  0.00  0.44  0.22  NUC
DBR1_YEAST  0.55  0.54  0.56  0.22  0.50  0.00  0.50  0.37  NUC
DED1_YEAST  0.36  0.24  0.49  0.16  0.50  0.00  0.51  0.22  NUC
DEP1_YEAST  0.38  0.48  0.59  0.22  0.50  0.00  0.46  0.22  CYT
DYR_YEAST   0.80  0.46  0.50  0.15  0.50  0.00  0.53  0.22  CYT
DYHC_YEAST  0.60  0.56  0.47  0.20  0.50  0.00  0.50  0.38  NUC
DHH1_YEAST  0.41  0.24  0.54  0.26  0.50  0.00  0.41  0.22  NUC
DLD1_YEAST  0.47  0.65  0.54  0.62  0.50  0.00  0.53  0.36  MIT
DMC1_YEAST  0.43  0.39  0.54  0.14  0.50  0.00  0.47  0.22  NUC
DPB2_YEAST  0.50  0.51  0.52  0.09  0.50  0.00  0.48  0.25  NUC
DPB3_YEAST  0.53  0.61  0.52  0.21  0.50  0.00  0.55  0.30  NUC
DPM1_YEAST  0.54  0.42  0.41  0.16  0.50  0.00  0.52  0.22  ME2
SYDC_YEAST  0.46  0.35  0.53  0.16  0.50  0.00  0.51  0.29  CYT
DRS1_YEAST  0.46  0.43  0.49  0.79  0.50  0.00  0.49  0.63  NUC
ATC4_YEAST  0.51  0.55  0.35  0.16  0.50  0.00  0.51  0.47  ME3
DSS4_YEAST  0.56  0.52  0.55  0.19  0.50  0.00  0.54  0.22  CYT
TFS2_YEAST  0.61  0.30  0.59  0.12  0.50  0.00  0.49  0.27  NUC
DUN1_YEAST  0.37  0.53  0.46  0.23  0.50  0.00  0.47  0.22  NUC
DUR3_YEAST  0.83  0.58  0.33  0.04  0.50  0.00  0.53  0.22  ME2
EF1B_YEAST  0.39  0.45  0.53  0.18  0.50  0.00  0.54  0.22  CYT
EF2_YEAST   0.52  0.54  0.50  0.21  0.50  0.00  0.48  0.30  CYT
EGD1_YEAST  0.35  0.39  0.57  0.11  0.50  0.00  0.48  0.22  NUC
ATN2_YEAST  0.36  0.49  0.30  0.22  0.50  0.00  0.52  0.31  ME3
END2_YEAST  0.78  0.70  0.32  0.23  0.50  0.00  0.53  0.22  ME1
END3_YEAST  0.55  0.46  0.53  0.11  0.50  0.00  0.52  0.48  CYT
ENO1_YEAST  0.45  0.56  0.54  0.32  0.50  0.00  0.57  0.22  CYT
ENO2_YEAST  0.45  0.56  0.53  0.32  0.50  0.00  0.57  0.22  CYT
EPT1_YEAST  0.29  0.43  0.40  0.15  0.50  0.00  0.53  0.22  ME3
ERD1_YEAST  0.52  0.75  0.37  0.14  0.50  0.00  0.46  0.22  ME3
ERD2_YEAST  0.71  0.56  0.39  0.27  0.50  0.00  0.52  0.22  ME2
ERG1_YEAST  0.58  0.60  0.43  0.12  0.50  0.00  0.55  0.22  ME3
THIL_YEAST  0.54  0.65  0.49  0.34  0.50  0.00  0.52  0.22  CYT
CP51_YEAST  0.57  0.59  0.44  0.16  0.50  0.00  0.52  0.22  ME2
KIME_YEAST  0.59  0.58  0.46  0.19  0.50  0.00  0.56  0.27  CYT
ERG2_YEAST  0.92  0.61  0.40  0.22  0.50  0.00  0.54  0.22  ME2
FPPS_YEAST  0.55  0.56  0.45  0.14  0.50  0.00  0.54  0.22  CYT
ER24_YEAST  0.63  0.61  0.41  0.22  0.50  0.00  0.51  0.22  ME3
ERG3_YEAST  0.58  0.53  0.38  0.18  0.50  0.00  0.52  0.22  ME3
ERG4_YEAST  0.36  0.46  0.43  0.19  0.50  0.00  0.48  0.22  ME3
ERG6_YEAST  0.32  0.47  0.55  0.12  0.50  0.00  0.52  0.22  CYT
ERG7_YEAST  0.34  0.38  0.45  0.19  0.50  0.00  0.51  0.22  ME2
ERG8_YEAST  0.62  0.58  0.46  0.13  0.50  0.00  0.53  0.22  CYT
FDFT_YEAST  0.53  0.68  0.42  0.19  0.50  0.00  0.53  0.22  ME3
ERS1_YEAST  0.73  0.55  0.41  0.16  0.50  0.00  0.46  0.22  ME2
ESP1_YEAST  0.55  0.46  0.46  0.31  0.50  0.00  0.58  0.48  NUC
EST1_YEAST  0.35  0.60  0.47  0.13  0.50  0.00  0.52  0.43  NUC
EUG1_YEAST  0.77  0.80  0.51  0.40  1.00  0.00  0.54  0.22  ERL
EXG1_YEAST  0.77  0.87  0.47  0.37  0.50  0.00  0.48  0.22  EXC
